you know,NEUTRAL,0.8858190178871155
 Let's grab two,NEUTRAL,0.8686898946762085
 Passage of Scripture first Peter Chapter one in Galatians Chapter three,NEUTRAL,0.9997639060020447
 First Peter one,NEUTRAL,0.9922927618026733
 Galatians three,NEUTRAL,0.999491810798645
 God is good,POSITIVE,0.9585764408111572
 Look you never see a neighbor is good to be here,POSITIVE,0.4327187240123749
 We're just moving forward and asking Lord to bless,POSITIVE,0.8159576058387756
 We know that he is able we're moving into an anniversary season,POSITIVE,0.8427274227142334
 We're looking forward to the Lord doing great things in our church,POSITIVE,0.9954699277877808
 We're asking him to help us to accomplish his purpose,NEUTRAL,0.6488716006278992
 How many want to have um want tohave the church that God wants us to have? I don't want a church that serves my needs,NEGATIVE,0.5176580548286438
 Uh I want to come to church so that I can take care of God's business,NEUTRAL,0.6641132831573486
 I don't want to be self centered and I don't want the focus to be on me,NEGATIVE,0.731904149055481
 I believe that if I am seeking first to do the work that God has me to do in his kingdom I believe the Scriptures all things gonna work out,POSITIVE,0.7310713529586792
 Did your neighbors say it's gonna work out? So let's take a look at the scriptures,NEUTRAL,0.9301928281784058
 Um we've been studying Ah the perfect laws of liberty,NEUTRAL,0.7793952822685242
 We've been learning about natural law human law and spiritual law,NEUTRAL,0.8723411560058594
 We all know at this point that we do not serve a god that makes himself look bad in the eyes of the world,NEGATIVE,0.5498092770576477
 He does not break rules to build relationships,NEUTRAL,0.6593806743621826
 You have to acknowledge God does not do for you just because you call yourself a Christian and then leave somebody out who has greater needs than you because they don't call themselves a Christian,NEUTRAL,0.6349719762802124
 It doesn't work that way,NEGATIVE,0.9937736988067627
 God has lost spiritual loss that he has made available to the whole world,NEGATIVE,0.7373892068862915
 He's got a Bible that is available toe everybody Annie as churches where people can go in worship and access the kingdom of God,POSITIVE,0.6912034153938293
 Uh is not feeding back a little turned that you've got to turn one of these down and there's a lot of feedback coming out of one of these,NEUTRAL,0.47704654932022095
 So we learned about the relationship in these laws and the reason why we have to study spiritual law and so that we don't approach life from a hyper spiritual perspective and never achieve what we should achieve because we were ignorant,NEGATIVE,0.7291426062583923
 The Bible teaches us people don't achieve Jesus said,NEUTRAL,0.9375026822090149
 They don't achieve because they don't know what they're doing,NEGATIVE,0.6973338723182678
 You can't ask God to prosper you and you don't understand basic economics,NEGATIVE,0.5099496245384216
 You can't do it,NEGATIVE,0.9007253050804138
 It doesn't make sense,NEGATIVE,0.9779496788978577
 You know if God's in the I'm passing all blessings business and you can just clean whatever you want,POSITIVE,0.819019079208374
 How come somebody I don't claim to be doctors? What? Why? People of giggling? I'm sorry,NEGATIVE,0.6301571726799011
 It's walk up in the hospital,NEGATIVE,0.5247665047645569
 Say Listen I'm a child of God,NEUTRAL,0.5413476824760437
 I serve the Lord and I got told me I'm gonna be a doctor,NEUTRAL,0.8477205038070679
 I'm gonna work in this hospital,NEUTRAL,0.5796248316764832
 Miss Hale that's fine,POSITIVE,0.7119786143302917
 As long as he send you to school first,NEUTRAL,0.7770078778266907
 No no no no,NEGATIVE,0.882628321647644
 I'm no no no,NEGATIVE,0.8432816863059998
 I'm a child of God,POSITIVE,0.5139448642730713
 You know I cleaned my miracle right now in the name of Jesus he said my breakthroughs Come in sing a praise song,POSITIVE,0.8338883519172668
 See how fast security don't handcuff you and take you to another part of the hospital Because you sound ridiculous,NEGATIVE,0.9592535495758057
 Their natural laws they're human laws,NEUTRAL,0.9083192348480225
 There were spiritual laws,NEUTRAL,0.9081035852432251
 Ah child of God that understands these laws can prepare themselves for journeys,NEUTRAL,0.6971099376678467
 Look at your neighbors,NEUTRAL,0.996819019317627
 I want to prepare myself,NEUTRAL,0.7666835188865662
